snapshot_date,counting_datetime,count_type,facility_id,location_id,ndc11,product_ndc,gtin14,rxcui_scd,drug_name,dosage_form_name,route_name,pharm_classes,lot_number,expiration_date,qty_on_hand,base_unit,qty_on_order,par_level,reorder_point,safety_stock,avg_daily_usage_30d,days_on_hand,abc_class,is_controlled,dea_schedule,is_high_alert,shortage_status,shortage_reason,unit_cost,extended_value,last_count_variance,is_stockout
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L823000,2027-08-18,14,EA,25,39,14,8,2.06,6.8,A,0,,0,Available,,3.2,44.8,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L909230,2028-07-04,30,EA,0,58,13,7,1.91,15.74,B,0,,1,Available,,2.1,63.0,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10333100930,10333-1009,00310333100933,332278,Ceftriaxone 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L483640,2027-04-20,13,EA,0,27,9,5,1.33,9.74,A,0,,0,Available,,5.1,66.3,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L950445,2027-06-11,25,EA,0,35,9,5,1.3,19.29,C,0,,0,Available,,0.06,1.5,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L974870,2027-05-19,17,EA,0,27,6,3,0.88,19.39,B,0,,0,Available,,1.95,33.15,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L670639,2028-08-28,22,EA,0,27,5,3,0.84,26.23,C,0,,0,Available,,0.55,12.1,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L866010,2029-01-08,13,EA,0,15,4,2,0.69,18.94,C,0,,0,Available,,0.02,0.26,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L291440,2027-07-09,9,EA,0,11,4,2,0.57,15.74,A,0,,1,Available,,14.6,131.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L690768,2027-01-26,13,EA,0,14,3,2,0.53,24.36,B,0,,1,Available,,9.8,127.4,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10925102530,10925-1025,00310925102535,1344352,Fentanyl Citrate 100 MCG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L804683,2027-04-16,23,EA,0,28,6,3,0.91,25.14,C,1,CII,1,Currently in Shortage,Discontinuation of the manufacture of the drug,1.3,29.9,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L426387,2027-06-07,11,EA,0,20,4,2,0.65,16.97,C,1,CII,1,Available,,2.6,28.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L852428,2027-12-09,5,EA,0,7,2,1,0.4,12.5,C,1,CII,1,Available,,0.3,1.5,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L708576,2027-11-22,5,EA,0,8,2,1,0.4,12.5,B,1,CIII,1,Available,,8.4,42.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L311050,2027-12-13,4,EA,0,8,2,1,0.4,10.0,C,1,CIII,1,Available,,6.2,24.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L500597,2028-02-11,7,EA,0,11,4,2,0.57,12.24,C,1,CIV,1,Available,,2.8,19.6,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11258103430,11258-1034,00311258103438,553043,Lorazepam 2 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L787562,2028-01-10,14,EA,0,16,3,2,0.53,26.23,C,1,CIV,1,Available,,3.1,43.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L593399,2028-11-08,11,EA,0,12,2,1,0.4,27.5,C,1,CIV,0,Available,,4.9,53.9,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MICU,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L626058,2027-03-30,12,EA,0,13,2,1,0.4,30.0,C,1,CIV,0,Available,,0.14,1.68,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L156629,2027-07-20,55,EA,0,95,26,15,3.81,14.43,A,0,,0,Available,,1.85,101.75,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L950028,2027-06-22,23,EA,0,41,13,7,1.91,12.07,B,0,,1,Available,,2.1,48.3,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L388070,2026-09-30,29,EA,0,54,12,7,1.75,16.54,A,0,,1,Available,,8.75,253.75,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10259100730,10259-1007,00310259100739,1467420,Piperacillin-Tazobactam 3.375 G,"INJECTION, POWDER",INTRAVENOUS,Beta-Lactam Combination,L442426,2027-01-01,19,EA,0,35,10,6,1.52,12.46,A,0,,0,Available,,9.2,174.8,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10333100930,10333-1009,00310333100933,332278,Ceftriaxone 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L639011,2027-01-31,22,EA,0,33,9,5,1.33,16.49,A,0,,0,Available,,5.1,112.2,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L787974,2028-01-04,24,EA,0,33,6,3,0.99,24.21,A,0,,0,Available,,6.8,163.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10555101530,10555-1015,00310555101535,1841469,Famotidine 20 MG/2ML,INJECTION,INTRAVENOUS,H2 Antagonist,L770389,2028-04-19,9,EA,0,18,6,3,0.88,10.26,B,0,,0,Available,,1.95,17.55,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L553307,2026-09-24,11,EA,0,17,5,3,0.84,13.11,C,0,,0,Available,,0.55,6.05,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10629101730,10629-1017,00310629101739,1552729,Potassium Chloride 10 MEQ,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L484623,2028-01-17,9,EA,0,17,5,3,0.8,11.24,B,0,,1,Available,,3.4,30.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10703101930,10703-1019,00310703101933,930230,Lisinopril 10 MG,TABLET,ORAL,ACE Inhibitor,L284845,2026-10-04,16,EA,0,21,5,2,0.72,22.09,C,0,,0,Available,,0.05,0.8,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L830950,2027-09-08,11,EA,0,13,4,2,0.69,16.03,C,0,,0,Available,,0.02,0.22,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L753570,2028-03-09,9,EA,0,16,4,2,0.65,13.89,C,1,CII,1,Available,,2.6,23.4,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L347781,2028-03-20,17,EA,0,18,4,2,0.61,27.87,C,1,CII,1,Available,,2.2,37.4,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L173392,2027-12-03,16,EA,0,18,4,2,0.57,27.98,C,1,CII,1,Available,,0.18,2.88,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,11073102930,11073-1029,00311073102933,1776468,Hydrocodone-Acetaminophen 5-325 MG,TABLET,ORAL,Opioid Combination,L427949,2027-09-17,9,EA,0,10,3,1,0.5,18.16,C,1,CII,1,Available,,0.22,1.98,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L363232,2027-02-01,7,EA,0,13,2,1,0.4,17.5,C,1,CII,1,Available,,0.3,2.1,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L543763,2027-08-14,7,EA,0,11,2,1,0.4,17.5,C,1,CIV,0,Available,,0.14,0.98,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-SICU,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L356491,2026-12-31,5,EA,0,9,2,1,0.4,12.5,C,1,CV,0,Available,,0.35,1.75,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L790791,2027-02-07,54,EA,0,79,22,12,3.24,16.66,C,0,,0,Available,,0.04,2.16,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10074100230,10074-1002,00310074100234,328689,Ondansetron 4 MG/2ML,INJECTION,INTRAVENOUS,5-HT3 Antagonist,L142097,2027-10-03,45,EA,0,65,16,9,2.36,19.04,B,0,,0,Available,,1.4,63.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L111332,2029-01-17,35,EA,0,54,14,8,2.06,17.0,A,0,,0,Available,,3.2,112.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L176342,2027-06-02,40,EA,0,55,13,7,1.91,20.98,B,0,,1,Available,,2.1,84.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10333100930,10333-1009,00310333100933,332278,Ceftriaxone 1 G,"INJECTION, POWDER",INTRAVENOUS,Cephalosporin,L612261,2027-11-03,28,EA,0,44,9,5,1.33,20.98,A,0,,0,Available,,5.1,142.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L527752,2028-01-21,11,EA,0,26,9,5,1.3,8.49,C,0,,0,Available,,0.06,0.66,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L554180,2028-10-05,18,EA,0,23,7,4,1.11,16.28,A,0,,1,Available,,26.4,475.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L944181,2028-06-29,19,EA,0,28,6,3,0.99,19.17,A,0,,0,Available,,6.8,129.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10518101430,10518-1014,00310518101438,1889799,Methylprednisolone 125 MG,"INJECTION, POWDER",INTRAVENOUS,Corticosteroid,L716509,2027-10-29,10,EA,0,20,6,3,0.95,10.49,A,0,,0,Available,,11.3,113.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10592101630,10592-1016,00310592101632,1774912,Albuterol 2.5 MG/3ML,INHALATION SOLUTION,RESPIRATORY,Beta2 Agonist,L685731,2028-03-27,8,EA,0,15,5,3,0.84,9.54,C,0,,0,Available,,0.55,4.4,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10629101730,10629-1017,00310629101739,1552729,Potassium Chloride 10 MEQ,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L257926,2028-10-21,20,EA,0,23,5,3,0.8,24.98,B,0,,1,Available,,3.4,68.0,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10666101830,10666-1018,00310666101836,1178750,Atorvastatin 40 MG,TABLET,ORAL,Statin,L340846,2028-01-16,19,EA,0,24,5,3,0.76,24.92,C,0,,0,Available,,0.09,1.71,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10703101930,10703-1019,00310703101933,930230,Lisinopril 10 MG,TABLET,ORAL,ACE Inhibitor,L826682,2028-12-20,8,EA,0,17,5,2,0.72,11.04,C,0,,0,Available,,0.05,0.4,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L614006,2027-05-26,12,EA,0,15,4,2,0.69,17.49,C,0,,0,Available,,0.02,0.24,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10777102130,10777-1021,00310777102137,794629,Apixaban 5 MG,TABLET,ORAL,Direct Oral Anticoagulant,L915291,2027-07-06,16,EA,0,20,4,2,0.61,26.23,B,0,,1,Available,,7.9,126.4,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L308756,2028-09-27,7,EA,0,14,4,2,0.57,12.24,A,0,,1,Available,,14.6,102.2,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10851102330,10851-1023,00310851102331,357634,Propofol 10 MG/ML,"INJECTION, EMULSION",INTRAVENOUS,General Anesthetic,L105566,2028-03-31,8,EA,0,10,3,2,0.53,14.99,B,0,,1,Available,,9.8,78.4,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L786788,2027-08-21,14,EA,0,19,4,2,0.61,22.95,C,1,CII,1,Available,,2.2,30.8,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L938109,2027-07-13,11,EA,0,12,4,2,0.57,19.23,C,1,CII,1,Available,,0.18,1.98,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11073102930,11073-1029,00311073102933,1776468,Hydrocodone-Acetaminophen 5-325 MG,TABLET,ORAL,Opioid Combination,L581762,2027-07-28,9,EA,0,16,3,1,0.5,18.16,C,1,CII,1,Available,,0.22,1.98,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11110103030,11110-1030,00311110103030,595794,Methadone 10 MG,TABLET,ORAL,Opioid Analgesic,L142068,2028-09-24,7,EA,0,10,2,1,0.4,17.5,C,1,CII,1,Available,,0.3,2.1,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11147103130,11147-1031,00311147103137,1805098,Ketamine 500 MG/10ML,"INJECTION, SOLUTION",INTRAVENOUS,General Anesthetic,L992903,2027-03-26,7,EA,0,10,2,1,0.4,17.5,B,1,CIII,1,Available,,8.4,58.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L289608,2028-07-20,6,EA,0,11,2,1,0.4,15.0,C,1,CIII,1,Available,,6.2,37.2,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11295103530,11295-1035,00311295103535,1282167,Diazepam 5 MG,TABLET,ORAL,Benzodiazepine,L667311,2027-06-15,9,EA,0,11,2,1,0.4,22.5,C,1,CIV,0,Available,,0.11,0.99,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-CVICU,11406103830,11406-1038,00311406103836,622063,Tramadol 50 MG,TABLET,ORAL,Opioid Analgesic,L854965,2028-02-25,6,EA,0,8,2,1,0.4,15.0,C,1,CIV,0,Available,,0.14,0.84,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L139479,2028-01-27,55,EA,0,88,26,15,3.81,14.43,A,0,,0,Available,,1.85,101.75,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L444340,2027-01-10,31,EA,0,68,14,8,2.06,15.06,A,0,,0,Available,,3.2,99.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L465308,2027-11-03,41,EA,0,58,13,7,1.91,21.51,B,0,,1,Available,,2.1,86.1,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10370101030,10370-1010,00310370101030,1517022,Furosemide 40 MG,TABLET,ORAL,Loop Diuretic,L267922,2027-07-08,19,EA,0,32,9,5,1.3,14.66,C,0,,0,Available,,0.06,1.14,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L865319,2026-11-22,29,EA,0,33,7,4,1.11,26.23,A,0,,1,Available,,26.4,765.6,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10481101330,10481-1013,00310481101331,1533243,Levetiracetam 500 MG/5ML,"INJECTION, SOLUTION",INTRAVENOUS,Antiepileptic,L703060,2027-03-24,11,EA,0,21,6,3,0.99,11.1,A,0,,0,Available,,6.8,74.8,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10703101930,10703-1019,00310703101933,930230,Lisinopril 10 MG,TABLET,ORAL,ACE Inhibitor,L773634,2027-05-14,11,EA,0,20,5,2,0.72,15.19,C,0,,0,Available,,0.05,0.55,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10740102030,10740-1020,00310740102030,1340561,Aspirin 81 MG,"TABLET, DELAYED RELEASE",ORAL,Antiplatelet,L248212,2028-05-12,9,EA,0,14,4,2,0.69,13.11,C,0,,0,Available,,0.02,0.18,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10777102130,10777-1021,00310777102137,794629,Apixaban 5 MG,TABLET,ORAL,Direct Oral Anticoagulant,L596133,2027-03-04,13,EA,0,14,4,2,0.61,21.31,B,0,,1,Available,,7.9,102.7,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10814102230,10814-1022,00310814102234,1102306,Norepinephrine 4 MG/4ML,"INJECTION, SOLUTION",INTRAVENOUS,Vasopressor,L181516,2028-01-15,13,EA,0,15,4,2,0.57,22.73,A,0,,1,Available,,14.6,189.8,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10962102630,10962-1026,00310962102632,1439367,Hydromorphone 1 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L186706,2027-10-06,13,EA,0,21,4,2,0.65,20.06,C,1,CII,1,Available,,2.6,33.8,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,10999102730,10999-1027,00310999102739,296745,Morphine Sulfate 4 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Opioid Analgesic,L793482,2027-02-03,10,EA,0,19,4,2,0.61,16.39,C,1,CII,1,Available,,2.2,22.0,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11036102830,11036-1028,00311036102836,551924,Oxycodone 5 MG,TABLET,ORAL,Opioid Analgesic,L418470,2028-08-12,12,EA,0,16,4,2,0.57,20.98,C,1,CII,1,Available,,0.18,2.16,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11184103230,11184-1032,00311184103234,647859,Buprenorphine 0.3 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Partial Opioid Agonist,L980136,2027-02-04,6,EA,0,9,2,1,0.4,15.0,C,1,CIII,1,Available,,6.2,37.2,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11221103330,11221-1033,00311221103331,389776,Midazolam 2 MG/2ML,"INJECTION, SOLUTION",INTRAVENOUS,Benzodiazepine,L140960,2028-01-14,8,EA,0,13,4,2,0.57,13.99,C,1,CIV,1,Available,,2.8,22.4,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11295103530,11295-1035,00311295103535,1282167,Diazepam 5 MG,TABLET,ORAL,Benzodiazepine,L513804,2028-04-27,9,EA,0,11,2,1,0.4,22.5,C,1,CIV,0,Available,,0.11,0.99,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11369103730,11369-1037,00311369103739,1167174,Phenobarbital 65 MG/ML,"INJECTION, SOLUTION",INTRAVENOUS,Barbiturate,L684978,2026-11-04,5,EA,0,8,2,1,0.4,12.5,C,1,CIV,0,Available,,4.9,24.5,-1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-TELE,11443103930,11443-1039,00311443103933,1028946,Pregabalin 75 MG,CAPSULE,ORAL,Anticonvulsant,L617619,2028-03-13,6,EA,0,9,2,1,0.4,15.0,C,1,CV,0,Available,,0.35,2.1,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10000100030,10000-1000,00310000100030,1799706,Sodium Chloride 0.9%,"INJECTION, SOLUTION",INTRAVENOUS,Electrolyte,L817285,2028-05-19,55,EA,0,118,26,15,3.81,14.43,A,0,,0,Available,,1.85,101.75,1,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10037100130,10037-1001,00310037100137,721063,Acetaminophen 325 MG,TABLET,ORAL,Analgesic,L135101,2027-10-07,43,EA,0,67,22,12,3.24,13.27,C,0,,0,Available,,0.04,1.72,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10111100330,10111-1003,00310111100331,793613,Pantoprazole 40 MG,"INJECTION, POWDER",INTRAVENOUS,Proton Pump Inhibitor,L112586,2028-10-21,46,EA,0,58,14,8,2.06,22.34,A,0,,0,Available,,3.2,147.2,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10148100430,10148-1004,00310148100438,516040,Heparin Sodium 5000 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Anticoagulant,L541005,2026-10-09,26,EA,0,48,13,7,1.91,13.64,B,0,,1,Available,,2.1,54.6,0,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10185100530,10185-1005,00310185100535,651033,Enoxaparin 40 MG/0.4ML,"INJECTION, SOLUTION",SUBCUTANEOUS,LMW Heparin,L475721,2026-12-27,12,EA,19,31,12,7,1.75,6.84,A,0,,1,Available,,8.75,105.0,-2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10296100830,10296-1008,00310296100836,254955,Vancomycin 1 G,"INJECTION, POWDER",INTRAVENOUS,Glycopeptide,L287192,2027-04-28,23,EA,0,33,10,5,1.45,15.88,A,0,,1,Available,,7.4,170.2,2,0
2026-08-11,2026-08-11 02:15:00,snapshot,330102,330102-ADC-MS,10444101230,10444-1012,00310444101234,1375608,Insulin Aspart 100 UNT/ML,"INJECTION, SOLUTION",SUBCUTANEOUS,Insulin,L368734,2027-08-06,24,EA,0,30,7,4,1.11,21.71,A,0,,1,Available,,26.4,633.6,0,0
